Persian,Transliteration
مقاتل,/maqātil/
مستقیم,/mustaqīm/
خماسی,/khumāsī/
پرخنده,/purkhandih/
مفلاک,/miflāk/
پرخمار,/purkhumar/
غلتاننده,/qaltānandih/
مفلح,/muflih/
آشخال,/'āshkhāl/
آفرینگان,/'āfarīngān/
پرهیزانه,/parhīzānih/
رویه,/ravīy[y]ih/
فیفا,/fayfā/
ارتفاق,/'irtifāq/
مغبون,/maqbūn/
فیضان,/fayazān/
معلا,/mu'allā/
روینگ,/rūyang/
ساکسوفن,/sāksufun/
فیس,/fīs/
معلاق,/mi'lāq/
گاکی,/gākī/
اریاح,/'aryāh/
سینجر,/sayanjar/
حکایت,/hikāyat/
حکم,/hakam/
ششلیک,/shishlīk/
تاریک,/tārīk/
عالم افروز,/'ālam[']afrūz/
اگزیستانسیالیسم,/'igzīstānsīyālīsm/
نقا,/naqā/
نقاب,/naqqāb/
یقطین,/yaqtīn/
فول,/fu[w]l/
تاسوعا,/tāsū'ā/
پیام آور,/payām[']āvar/
تاسه,/tāsih/
فوگان,/fūgān/
رنیم,/rin[ī]yum/
پزان,/pazān/
پیام,/payām/
ایزدپناه,/'īzadpanāh/
ایزدان,/'īzadān/
گردن شق,/gardansha[q]q/
پزاختن,/pazākhtan/
ورغ,/varq/
آرام جو,/'ārāmjū/
پالوانه,/pālvānih/
صهر,/sihr/
پادو,/pādu[w]/
پادنگ,/pādang/
ادوات,/'adavāt/
ناسیونالیسم,/nāsīyunālīsm/
ریال,/rīyāl/
ناسیونالیست,/nāsīyunālīst/
امراةالمسلسله,/'imri(a)'atulmusalsalih/
جارف,/jārif/
کویکر,/kuykir/
جارگون,/jārgūn/
مجس,/majas[s]/
کید,/ka(i)yd/
گرگ آسا,/gurg[']āsā/
ظما,/zama'/
بربط نواز,/barbatnavāz/
کراهت,/ki(a)rāhat/
ظلیم,/zalīm/
الهه,/'ilāhih/
طبل زن,/tablzan/
قدم,/qadam/
وهاج,/vahhaj/
احباط,/'ihbāt/
وهاد,/vihād/
الهامیه,/'ilhāmīy[y]ih/
برزین,/barzīn/
اعالی,/'a'ālī/
کراه,/karāh/
اعاظم,/'a'āzim/
بربند,/barband/
مجزوم,/majzūm/
استالاکتیت,/'istālāktīt/
محابا,/muhābā/
نساج,/nassāj/
اصطیاد,/'istīyād/
شتر,/shatar/
اصطناع,/'istinā'/
معترض علیه,/mu'tarizun'ala(i)yh/
مخوف,/makhūf/
نسابه,/nassābih/
بیشتر,/bīshtar/
ترانگبین,/tar[']angabīn/
پوسته,/pūstih/
معترض,/mu'tariz/
بیشترک,/bīshtarak/
پوستین,/pūstīn/
فرازا,/farāzā/
هردم خیال,/hardamkhīyāl/
ضحاک,/zahhāk/
فراز,/farāz/
مچیدن,/machīdan/
اتیکت,/'itīkit/
باطن بین,/bātinbīn/
دفتر,/daftar/
ورثه,/varasih/
دفاین,/dafāy(')in/
گبرک,/gabrak/
هیمه دان,/hīmidān/
هیمه,/hīmih/
لش کش,/lashkish/
فرمان بر,/farmānbar/
گرای,/gi(a)rāy/
گراهیدن,/ga(i)rāhīdan/
لشکری,/lashkarī/
فرمان,/farmān/
زاغه,/zāqih/
متحزم,/mutahazzim/
حیتان,/hītān/
زاغوک,/zāqūk/
سپاس گزار,/sipāsguzār/
کفگیرک,/kafgīrak/
نداف,/naddāf/
لژم,/lažam/
مغار,/maqār/
مغاث,/muqās/
ر,/r/
مسالک,/masālik/
دادنامه,/dādnāmih/
مساکین,/masākīn/
ارتسام,/'irtisām/
موشح,/muvashshah/
غلق,/qalq/
لوطی,/lūtī/
جوگندمی,/ju[w]gandumī/
جوگک,/jūgak/
لوشانه,/lūshānih/
خفایا,/khafāyā/
کلاوه,/kalāvih/
بندی بان,/bandībān/
بی جهت,/bījahat/
کهولت,/kuhūlat/
رابع,/rābi'/
بدزندگانی,/badzindigānī/
بدزبانی,/badzabānī/
آوریدن,/'āvarīdan/
سیئه,/sayyi'ih/
آوری,/'āvarī/
بی جنبه,/bījambih/
پازخ,/pāzakh/
پازاچ,/pāzāch/
قفیز,/qafīz/
متحاکم,/mutahākim/
باردار,/bārdār/
لذع,/laz'/
متحاشی,/mutahāshī/
ذوب,/zu[w]b/
قفه,/quffih/
ذوائب,/zavā'ib/
گاز,/gāz/
ربودن,/rubūdan/
پژپژ,/pužpuž/
نژم,/nižm/
اندود,/'andūd/
تراشکاری,/tarāshkārī/
جانیه,/jānīyih/
مختال,/mukhtāl/
مختار,/mukhtār/
فراشتن,/farāshtan/
سازگار,/sāz[i]gār/
تمایل,/tamāyul/
لاابالی,/lā'ubālī/
پژاوند,/pažāvand/
حرکت,/hari(a)kat/
چراغ آخر,/chirāq[']ākhur/
حرکات,/hari(a)kāt/
گام زن,/gāmzān/
اندوخته,/'andūkhtih/
تمایز,/tamāyuz/
سرمنزل,/sarmanzil/
اشکوهیدن,/'ushkūhīdan/
فرموشیدن,/farmūshīdan/
تازه بهار,/tāzibahār/
تازه,/tāzih/
مولنجه,/mūlanjih/
سرخ دار,/surkhdār/
پرخاش جو,/parkhāshjū/
سرخرگ,/surkhrag/
پرخاش,/parkhāsh/
باند,/bānd/
بانداژ,/bāndāž/
فولکلور,"/fulk(u,i)lur/"
صیانت,/sīyānat/
رفو,/rufū/
رفلکس,/rifliks/
فولاد,/fūlād/
مامان,/māmān/
متعاون,/muta'āvin/
مامضی,/māmazā/
قریحه,/qarīhih/
قریح,/qarīh/
صراط المستقیم,/sirātu(a)lmustaqīm/
قلعه,/qal'ih/
صراط,/sirāt/
آبچین,/'ābchīn/
غرچگی,/qarchigī/
غرچک,/qarchak/
شیشعان,/shīsha'ān/
نتف,/nutaf/
کارسنج,/kārsanj/
سرحلقه,/sarhalqih/
تریشین,/tirīshīn/
میله,/mīlih/
نفریده,/nafrīdih/
تلقی,/talaqqī/
سرحددار,/sarhaddār/
شیشالنگ,/shīshālang/
تلقف,/talaqquf/
بزاز,/bazzāz/
بدل,/badal/
میلیارد,/mīl[ī]yārd/
جهارت,/jahārat/
اذواق,/'azvāq/
اذهاب,/'azhāb/
فیبر,/fībr/
جهار,/jihār/
بسفایج,/basfāyaj/
آراییدن,/'ārāy(')īdan/
کربنیک,/karbunīk/
اشوزشت,/'ashūzusht/
تمنیت,/tamnīyat/
بسغدیدن,/basa(u)qdīdan/
فندقه,/fanduqih/
ابروفراخی,/'abrūfarākhī/
مهمل,/muhmal/
بدگویی,/badguy(')ī/
کربونیفر,/karbunīfir/
لگدزن,/lagadzan/
گرماسنج,/garmāsanj/
نهب,/nahb/
دارخور,/dārkhur/
دارخال,/dārkhāl/
صاحب دلق,/sāhibdalq/
نترس,/natars/
متدرع,/muti(a)darri'/
رغبت,/ri(a)qbat/
بی کیار,/bīkīyār/
سراغ,/surāq/
سقاقلوس,/saqāqulūs/
بی کسی,/bīkasī/
سراغچ,/sarāquch/
پژوهش گر,/pažūhishgar/
استوده,/'ustūdih/
پژول,/pažūl/
رجب,/rajab/
استودان,/'ustūdān/
سقاط,/saqqāt/
خصوص,/khusūs/
رغایب,/raqāy(')ib/
خواری,/khārī/
خصمانه,/khasmānih/
جاورس,/jāvars/
پدرام,/pidrām/
بلندپایه,/bulandpāyih/
برانداختن,/bar[']andākhtan/
بلندپرواز,/bulandparvāz/
مندمج,/mundamij/
صریح الملک,/sarīhulmulk/
برانداخته,/bar[']andākhtih/
پدر,/pidar/
طویل القامه,/tavīlulqāmih/
اخمو,/'akhmū/
چخین,/chakhīn/
ترد,/turd/
تنگ نفس,/tangnafas/
زجر,/zajr/
تنگوزئیل,/tangūz'(y)īl/
مرام,/marām/
پی فراخی,/piyfarākhī/
خدمتگزار,/khidmatguzār/
گزارنده,/guzārandih/
بزن بهادر,/bizanbahādur/
گزارشن,/guzārishn/
بزن بکوب,/bizanbikūb/
تلخ دانه,/talkhdānih/
ممرز,/mamraz/
مکانیک,/mikānīk/
زشت نامی,/zishtnāmī/
مکانیسین,/mikānīsīyan/
تلخک,/talkhak/
اشوغ,/'a(u)shūq/
فرهختن,/farhikhtan/
باریک انداز,/bārīk[']andāz/
فرهخته,/farhikhtih/
باریک,/bārīk/
گنج دان,/ganjdān/
پرنیاز,/purnīyāz/
پرنهیب,/purnahīb/
گنج دار,/ganjdār/
شحوم,/shuhūm/
زشت نام,/zishtnām/
اوجال,/'u[w]jāl/
چشش,/chishish/
چشخام,/chi(a)shkhām/
نخستین,/nu(a)khustīn/
شحنه,/shi(a)hnih/
چرخچی,/charkhchī/
گویچه,/gūychih/
بخته,/bakhtih/
اشک باری,/'ashkbārī/
مذل,/muzil[l]/
اشک باران,/'ashkbārān/
مذکور,/mazkūr/
درنگ,/da(i)rang/
ناووس,/navūs/
ناوناوان,/nāvnāvān/
مشیخت,"/mashīkhat, mashyakhat/"
درنشاندن,/darnishāndan/
جان فشانی,/jānfishānī/
مشیت,/mashīyyat/
برسم دان,/barsamdān/
برسم چین,/barsamchīn/
شترقربانی,/shuturqurbānī/
شترغاز,/shuturqāz/
واشدن,/vāshudan/
ازلال,/'izlāl/
ازل,/'azal/
طارف,/tārif/
ناشتار,/nāshtār/
بتا,/bitā/
ناشتاشکن,/nāshtāshikan/
واشامه,/vāshāmih/
بت,/but/
دباغی,/dabbāqī/
واگرداندن,/vāgardāndan/
انفیه,/'anfīyih/
تعرق,/ta'arruq/
انفلوانزا,/'ānfu(i)lānzā/
دباغ خانه,/dabbāqkhānih/
کالج,/kālij/
هردمبیل,/hardambīl/
ساچی,/sāchī/
قوری,/qūrī/
سحق,/sahq/
کالبدگشایی,/kālbu(a)dgushāy(')ī/
سحری,/saharī/
جوهر,/ju[w]har/
ممراض,/mimrāz/
بودایی,/būdāy(')ī/
باطل,/bātil/
متصور,/muti(a)savvar/
متصنع,/muti(a)sanni'/
محوط,/muhavvat/
راستاحسینی,/rāstāhusiynī/
محور,/mihvar/
وعر,/va'r/
پشت نویسی,/pushtnivīsī/
پشتو,/pu(a)shtū/
خلع,/khal'/
قره آغاج,/qari'āqāj/
داد,/dād/
خلطت,/khiltat/
مشتی,/mi(u)shtī/
شایستگی,/shāyistigī/
شایستن,/shāyistan/
بازوله,/bāzūlih/
باطری,/bātrī/
مشاور,/mushāvir/
نیوشش,/nīyūshish/
نیوشنده,/nīyūshandih/
بوم,/būm/
سقیم,/saqīm/
نگهبانی,/nigahbānī/
رغادت,/raqādat/
رغ,/ruq/
کفو,/kufv/
چنبه,/chumbih/
کفن دزد,/kafanduzd/
سرخه دار,/surkhidār/
گوهرفروش,/gu[w]harfurūsh/
دیوگاه,/dīvgāh/
گوهرفشان,/gu[w]harfa(i)shān/
بردبرد,/bardbard/
پور,/pūr/
پودینه,/pūdīnih/
پروبال,/parubāl/
مشامه,/mash'amih/
بادپروا,/bādparvā/
ایده آلیسم,/'īdi'ālīsm/
ایده آلیست,/'īdi'ālīst/
چهارطبع,/chahārtab'/
برکاپوز,/barkāpūz/
تودار,/tūdār/
لیته,/lītih/
ره توشه,/rahtūshih/
ریسه داران,/rīsidārān/
ریسه,/rīsih/
دوازده,/davāzdah/
گوپال,/gūpāl/
گوپاره,/gu[w]pārih/
قوقو,/qūqū/
آب باز,/'ābbāz/
مرتفع,/murtafa'/
قوطی,/qūtī/
رهدار,/rahdār/
دارکوب,/dārkūb/
دارفلفل,/dārfilfil/
گلوز,/galūz/
گلوسوز,/ga(i)lūsūz/
کاشف,/kāshif/
دوزینه,/dūzīnih/
چرده,"/chu(a,i)rdih/"
خانقاه,/khān[i]qāh/
ایلئوم,/'īli'um/
خان غرد,/khānqard/
پشمینه پوش,/pashmīnipūsh/
نحور,/nuhūr/
ایلول,/'īlūl/
فک,/fak[k]/
مباهی,/mubāhī/
پیش فروش,/pīshfurūsh/
ریگستان,/rīgistān/
جعلی,/ja'lī/
بوخله,/būkhalih/
جهانیان,/jahānīyān/
جهانی,/jahānī/
پیش سینه,/pīshsīnih/
کامران,/kāmrān/
رستم صولت,/rustamsu[w]lat/
دای,/dāy/
انبسته,/'ambastih/
رستمانه,/rustamānih/
متجسس,/mutajassis/
ابرا,/'ibrā/
هرآینه,/har[']āy[i]nih/
ابر,/'abr/
متکدی,/mutakaddī/
انبساط,/'imbisāt/
دوستانه,/dūstānih/
گنج,/ganj/
زورگو,/zūrgū/
لواطف,/lavātif/
دوستار,/dūstār/
لواعج,/lavā'ij/
زورمند,/zūrmand/
جواز,/javāz/
تثبیت,/tasbīt/
غرفه,/qurfih/
جداگانه,/judāgānih/
تثریب,/tasrīb/
اعراب,/'a'rāb/
غرفج,/qa(u)rfaj/
تفشل,/tafshal/
دل گرانی,/dilgirānī/
تفشله,/tafshulih/
گیتی خدا,/gītīkhudā/
پادرهوا,/pādarhavā/
دلگرم,/dilgarm/
متضاعف,/mutazā'if/
گیتی پناه,/gītīpanāh/
مزبله,/mazbalih/
متکدر,/mutakaddir/
عبل,/'abal/
نباغ,/nabāq/
چرخ انداز,/charkh[']andāz/
مهیره,/mahīrih/
مهیل,/mahīl/
عبودت,/'ubūdat/
اطعمه,/'at'a(i)mih/
بهیه,/bahīyyih/
بی,/bī/
زانو,/zānū/
کلاسور,/kilāsur/
اطعام,/'it'ām/
زانستر,/zānsutar/
کوه,/kuvvih/
حسادت,/hi(a)sādat/
تململ,/tamalmul/
پیش پیرا,/pīshpīrā/
تجشم,/tajashshum/
کابلی,/kābulī/
چرخان,/charkhān/
نباض,/nabbāz/
وصال,/visāl/
بادارنگ,/bādārang/
سوتام,/sūtām/
مسلسل,/musalsal/
ضراغم,/zarāqim/
وصاف,/vassāf/
اتا,/'atā/
مسلخ,/maslakh/
اتقان,/'itqān/
اتابک,/'atābak/
پاتختی,/pātakhtī/
شش,/shish/
بیمه گذار,/bīmiguzār/
بی مهرگان,/bīmuhrigān/
پاتابه,/pātābih/
برگردان,/bargardān/
ملقلق,/mulaqlaq/
قسطاس,/qi(u)stās/
زراق,/zarrāq/
کشیک چی,/kishīkchī/
استحلال,/'istihlāl/
پرشیر,/purshīr/
زرافه,/zarrāfih/
ورپریدن,/varparīdan/
پرشیدن,/parshīdan/
وربستن,/varbastan/
اورع,/'u[w]ra'/
حلولیه,/hulūlīy[y]ih/
حیاکت,/hīyākat/
حیاطت,/hīyātat/
دنباله رو,/dumbāliru[w]/
گوشت,/gavisht/
پیچک,/pīchak/
زرشناس,/zarshinās/
زرشکی,/zirishkī/
شاخل,/shākhi(u)l/
پیچکیان,/pīchakīyān/
لذیذ,/lazīz/
لایحه,/lāyihih/
لایح,/lāyih/
ضایر,/zāy(')ir/
ستوسر,/sutūsar/
فرجه,/furjih/
صحنه,/sahnih/
صحن,/sahn/
غساق,/qas[s]āq/
فقرات,/faqarāt/
فقرالدم,/faqruddam/
فرجمند,/farjmand/
نهفتن,"/na(i,u)huftan/"
تیمارخواره,/tīmārkhārih/
نایب مناب,/nāy(')ibmanāb/
تیمارخوار,/tīmārkhār/
ضامن دار,/zāmindār‌/
نایب الزیاره,/nā'ibuzzīyārih/
علی العمی,/'alal'amā/
گوش پیچ,/gūshpīch/
ستوروان,/sutūrvān/
دانش پناه,/dānishpanāh/
زدن,/zadan/
دانشجو,/dānishjū/
تیس,/tiys/
نازک طبع,/nāzuktab'/
تیسر,/tayassur/
آماس,/'āmās/
قناطیر,/qanātīr/
پفالود,/pufālūd/
انبه,/'ambih/
ثیاب,/sīyāb/
مینو,/mīnū/
ترونده,/tarvandih/
پای,/pāy/
اسروش,/'usrūsh/
شنویدن,/shinavīdan/
نازکش,/nāzki(a)sh/
استخوان دار,/'ustu(i)khāndār/
استخوان رند,/'ustu(i)khānrand/
گزاف کار,"/gi(u,a)zāfkār/"
شنونده,/shinavandih/
جوزی,/ju[w]zī/
شهیر,/shahīr/
گزاف,"/gi(u,a)zāf/"
عمایت,/'amāyat/
بداخم,/bad[']akhm/
سجیات,/sajīy[y]āt/
لاییدن,/lāyīdan/
وارفته,/vāraftih/
کهنه,/kahanih/
جوزه,/ju[w]zih/
بداختر,/bad[']akhtar/
وارفتن,/vāraftan/
اسیدسالیسیلیک,/'asīdsālīsīlīk/
مرقم,/mirqam/
اسیدپیکریک,/'asīdpīkrīk/
بافت برداری,/bāftbardārī/
روغن سوزی,/ru[w]qansūzī/
روغن کاری,/ru[w]qankārī/
غربتی,/qurbatī/
غربچه,/qarbach[ch]ih/
آشناب,/'āsh[i]nāb/
پرپاش,/parpāsh/
خجالت آور,/khijālat[']āvar/
تسویغ,/tasvīq/
زنگلیچه,/zangulīchih/
زوج,/zu[w]j/
تسوید,/tasvīd/
آجیل فروش,/'ājīlfurūsh/
تجلید,/tajlīd/
آشنا,/'āsh[i]nā/
تجلی,/tajallī/
خجالت,/khijālat/
فیلم بردار,/fīlmbardār/
دیجور,"/diyjūr, dījūr/"
بیکاره,/bīkārih/
بیکار,/bīkār/
صمیم,/samīm/
بی خیال,/bīkhīyāl/
وزوز,/vizviz/
لارنژیت,/lāri(a)nžīt/
بی خویش,/bīkhīsh/
صیدگاه,/siydgāh/
سنگین اسلحه,/sangīn[']asla(i)hih/
امپریالیسم,/'ampir[ī]yālīsm/
امپریالیست,/'ampir[ī]yālīst/
زلفک,/zulfak/
هرمز,/hurmuz/
شوکار,/shu[w]kār/
زلفین,/zulfīn/
فرح افزا,/farah[']afzā/
سنگین,/sangīn/
لباد,/labbād/
فرحان,/farhān/
دموکراسی,/dimukrāsī/
صورت باز,/sūratbāz/
دموکراتیک,/dimukrātīk/
شوکا,/shu[w]kā/
بسطت,/bastat/
معاتب,/mu'ātab/
استصحاب,/'istishāb/
صاحب قیاس,/sāhibqīyās/
وثقی,/vusqā/
وثبه,/vasbih/
استصغار,/'istisqār/
ربض,/rabaz/
منافره,/munāfirih/
ربط,/rabt/
منافر,/munāfir/
بوارح,/bavārih/
بوارد,/bavārid/
مستقبل,/mustaqbal/
خلعت,/khi(a)l'at/
دموع,/dumū'/
اخوت,/'ukhuvvat/
نازاد,/nāzād/
مستقبح,/mustaqbah/
دموکرات,/dimukrāt/
هاضم,/hāzim/
یگانگی,/yigānigī/
رفق,/rifq/
مخلص,/makhlas/
شمل,/shamal/
وحدت,/vahdat/
شقراق,/sha(i)qirrāq/
بوزک,/būzak/
چمنده,/chamandih/
بوزکند,/būzkand/
یهودیت,/yahūdīy[y]at/
آیت,/'āyat/
درافشان,/dur[']afshān/
وحدانیت,/vahdānīy[y]at/
جگن,/ja(i)gan/
دانش آباد,/dānish[']ābād/
راگ,/rāg/
راکع,/rāki'/
ماست بند,/māstband/
دانش,/dānish/
پرخاصیت,/purkhāsīy[y]at/
لجوج,/lajūj/
وحشت زده,/vahshatzadih/
وحشتناک,/vahshatnāk/
سخت رویی,/sakhtrūy(')ī/
آیت اللـه,/'āyatullāh/
هندویانه,/hinduvīyānih/
غامض,/qāmiz/
غامر,/qāmir/
حباری,/hubārā/
حبات,/habbāt/
مغبوط,/maqbūt/
امروزی,/'imrūzī/
سخت رو,/sakhtrū/
لجن مال,/lajanmāl/
بهادار,/bahādār/
امروزین,/'imrūzīn/
آموزشگاه,/'āmūzishgāh/
کانا,/kānā/
قصبا,/qasbā/
زواه,/zivāh/
پاک نامی,/pāknāmī/
پاکند,/pāka(u)nd/
قصب,/qasab/
انطاکی,/'antākī/
ودید,/vadīd/
رودلاخ,/rūdlākh/
ماست با,/māstbā/
الاهیون,/'ilahīy[y]ūn/
مواظب,/muvāzib/
افتالیده,/'uftālīdih/
دانش آور,/dānish[']āvar/
افتالیدن,/'uftālīdan/
دانش آموز,/dānish[']āmūz/
ملاینت,/mulāyinat/
مواظبت,/muvāzibat/
مرتبان,/martabān/
شیم,/shīm/
وظیفه,/vazīfih/
مطوقه,/mutavvaqih/
ذوفنون,/zūfunūn/
وظایف,/vazāyif/
تتری,/tatrī/
ذوعضاده,/zū'izādih/
مستغنی,/mustaqnī/
لامسه,/lāmisih/
مرتب,/murattab/
چفته پشت,/chaftipusht/
چفتیدن,/chaftīdan/
آگندن,/'āgandan/
لامع,/lāmi'/
آگنده گوش,/'āgandigūsh/
زید,/ziyd/
اسقف نشین,/'usqufnishīn/
لخشیدن,/lakhshīdan/
زیچک,/zīchak/
محنت,/mihnat/
غالب,/qālib/
جحود,/juhūd/
قوس,/qu[w]s/
محن,/mihan/
سحنه,/sahnih/
ضرارت,/zarārat/
هراسیدن,/harāsīdan/
دهله,/dahlih/
متطاول,/mutatāvil/
ضرار,/zirār/
اوول,/'uvūl/
فرجد,/farjad/
گولخ,/gūlakh/
دیپلمه,/dīplumih/
فرجامیدن,/farjāmīdan/
خاطرنواز,/khātirnavāz/
جذر,/jazr/
دیپلماسی,/duplumāsī/
مثول,/musūl/
ویتامین پ پ,/vītāmīnpipih/
ویتامین ب,/vītāmīnbih/
لا,/lā/
پیچندگی,/pīchandigī/
مثیل,/masīl/
اوورتور,/'uvirtūr/
کفل,/kafal[l]/
تفتیده,/taftīdih/
مژدگانی,/muždigānī/
تفتیدن,/taftīdan/
والی,/vālī/
زنج,/zanj/
سم الفار,/sammulfār/
تیردان,/tīrdān/
سم الخیاط,/sammulkhīyāt/
متسلی,/muta(i)sallī/
زینب,/ziynab/
تویل,/tavīl/
امرود,/'amrūd/
امروز,/'imrūz/
پیسی,/pīsī/
کرسب,/karasb/
کمست,/kamast/
زینان,/zīnān/
کرسان,/kar[u]sān/
پیروزبهر,/pīrūzbahr/
پیروزبخت,/pīrūzbakht/
عامدا,/'āmidan/
کالجوش,/kāljūsh/
ذی,/zī/
ذئاب,/zi'āb/
جدیر,/jadīr/
سینرر,/sīnirir/
جاشو,/jāshū/
چاهیدن,/chāhīdan/
جاشکدان,/jāshkdān/
نامعین,/nāmu'ayyan/
نامعلوم,/nāma'lūm/
تیرتخش,/tīrtakhsh/
علک خای,/'ilkkhāy/
علک,/'ilk/
مزین,/muzayyan/
بادامچه,/bādāmchih/
خاطرنشان,/khātirnishān/
تابعی,/tābi'ī/
روزگردان,/rūzgardān/
تابعه,/tābi'ih/
مستضی,/mustazī'/
گربه گون,/gurbigūn/
مثابه,/masābih/
سنجاقک,/sanjāqak/
مستضعف,/mustaz'af/
رنج,/ranj/
سنجاق,/sanjāq/
درز,/darz/
جفته,/jaftih/
بادام چشم,/bādāchi(a)shm/
شهی,/shahī[y]/
دررفتن,/darraftan/
تمتم,/tumtum/
روزگرد,/rūzgard/
نازیدن,/nāzīdan/
نازیبا,/nāzībā/
شهردار,/shahrdār/
ملل,/malal/
شهرتاش,/shahrtāsh/
تدثر,/tadassur/
ملمات,/mulimmāt/
هارپ,/hārp/
گم گشتگی,/gumgashtigī/
گم کرده,/gumkardih/
تولارمی,/tu(ū)lārimī/
اغبر,/'aqbar/
برده,/bardih/
تدنی,/tadannī/
پاشیر,/pāshīr/
دائمی,/dā'imī/
انجام,/'anjām/
کوزر,/kū(u[w])zar/
چارغ,/chāruq/
بی محابا,/bīmu(a)hābā/
بناب,/bunāb/
پدمه,/padmih/
انجاس,/'anjās/
واعی,/vā'ī/
بیمر,/bīmar/
بستار,/bistār/
پدندر,/pidandar/
کباده کش,/kabbādiki(a)sh/
کباده,/kabbādih/
کوزبند,/kūzband/
صاحب ولایت,/sāhibvilāyat/
صاحبه,/sāhibih/
کرز,/kurz/
دائم الصوم,/dā'imussu[w]m/
بردنگ,/bardang/
فراخ سخن,/farākhsukhan/
چهارآس,/cha(ā)hār[']ās/
ایجاز,/'ījāz/
فراخ سالی,/farākhsālī/
کرده کار,/kardikār/
ایجاد,/'ījād/
مقرر,/muqarrar/
نخجیروال,/nakhjīrvāl/
قوی الاراده,/qavīyyul'irādih/
مقرب الخاقان,/muqarrabulkhāqān/
نخجیرگر,/nakhjīrgar/
هاف هافو,/hāfhāfū/
هاکول,/hākūl/
مسترق,/mustaraq[q]/
پارابلوم,/pārāblum/
داوودی,/dāvūdī/
مستریح,/mustarīh/
شاهی,/shāhī/
پیوندی,/piyvandī/
گردن شقی,/gardanshaqqī/
داوطلبانه,/dāvtalabānih/
جرگه,/ja(u)rgih/
هج,/haj/
بسارنده,/bisārandih/
بطیالانتقال,/batī'ul'intiqāl/
بطی,/batī'/
سائل,/sā'il/
قوی البنیه,/qavīyyulbunyih/
مژمژ,/mažmaž/
سایگاه,/sāyigāh/
چهارآخشیج,/cha(ā)hār[']ākhshīj/
بائوباب,/bā'ubāb/
آب گز,/'ābgaz/
تدبیر,/tadbīr/
اژغ,/'ažq/
تربد,/turbud/
گاومیش,/gāvmīsh/
هواشناسی,/havāshināsī/
آب گرم کن,/'ābgarmkun/
پرخم,/purkham/
علائم,/'alā'im/
هواسیده,/havāsīdih/
زهی,/zihī/
گاوماهی,/gāvmāhī/
ثناگستر,/sanāgustar/
تلاحق,/talāhuq/
پاخوره,/pakhurih/
پاخر,/pākhar/
تلازم,/talāzum/
پیه پیاز,/pīhpīyāz/
